Quelle;Kategorie;Eingabe_Rohbegriff;Zielbegriff_Normalisiert
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächig trockene schwarze Nekrosen (Eschar) an Ferse und lateraler Fußseite; kleinere Areale mit gelblich-fibrinösem Belag proximal; keine erkennbare Granulation.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte schwarz-braune Nekrosen mit gelblich-fibrinösen Belägen; zentral rötlich-granulierende Anteile; unregelmäßiger, teils tiefer Defekt.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Schwarz-braune Nekrosen und fest anhaftende Fibrinbeläge; teils blutiges, freiliegendes Gewebe am Vorfuß; mehrere oberflächliche bis mäßig tiefe Ulzera.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Granulierendes Gewebe mit gelblich-fibrinösen Belägen; schräger, mäßig tiefer Defekt mit möglicher Randunterminierung; feucht glänzend.";Fibrinbelag, Granulation, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischt: gelblich-fibrinöse Beläge mit Anteilen von feuchter Granulation; unregelmäßige, flach bis mäßig tiefe Läsion.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flacher Defekt mit überwiegender roter Granulation und teils gelblich-fibrinösen Belägen; keine trockene Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Mehrere tiefe Ulzerationen mit gelblich-fibrinösen Belägen und schwarzer Nekrose, teilweise rötlich-granulierende Areale, feucht.;Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;vitalrotes, glänzend-feuchtes Granulationsgewebe, teils bereits beginnende Epithelisierung, keine Nekrosen sichtbar;Granulation, Wundrandepithelisierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere flache Ulzera mit gelblich-fibrinösen Belägen, teils granuliert; einzelne Blutkrusten, kein freiliegender Knochen/Sehne sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"gelblich-brauner Fibrinbelag mit teils rötlichen Anteilen; keine freiliegenden Strukturen sichtbar";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischter Wundgrund mit gelb-grünlichen Fibrinbelägen und teils schwarzer trockener Nekrose; teilweise gerötete, leicht feuchte Umgebung; geringe Blutungsspuren";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige schwarz-braune, teils feucht glänzende Nekrose/Schorf ohne sichtbares vitales Gewebe; Übergangszonen mit grauen Belägen.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige, schwarz-braune, trockene Nekrose/Eschar; keine sichtbare Granulation, minimaler erythematöser Saum";Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;Punktförmige Läsion mit gelb-grünlichem Belag/Eiterpfropf, Tiefe unklar.;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral gelblicher fibrinöser Belag, randständig teils rötliche Granulation; kein freiliegender Knochen sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiger gelblich-fibrinöser Belag, teils serös‑blutig unterlaufen; oberflächlicher bis teildermaler Substanzverlust.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"gelblich-fibrinös belegter, teils nekrotischer Wundgrund mit Ulkuskrater; zweite Läsion mit trockener Nekrose/Schorf";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnter schwarz-brauner Nekroseanteil mit gelblich-grünem Fibrin/Slough, feucht glänzend; möglicher Biofilm";Biofilm, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-weißliche fibrinöse Beläge mit rötlich granulierenden Arealen; feuchter Wundgrund.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentrale schwarz-braune Eschar mit gelblich-fibrinösen Arealen; verhärteter, livid-erythematöser Rand.";Fibrinbelag, Nekrose, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Irregulärer Ulkus mit gelblichen fibrinösen Belägen und Anteilen rötlicher Granulation; feucht glänzend.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelblicher, zäher Fibrinbelag; kaum Granulation; teils tieferliegendes Gewebe/Faszie sichtbar.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächig, feucht; überwiegend rote Granulation mit gelblichen fibrinösen Belägen/Slough.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral gelblich-fibrinöser Belag, flach; geringe/keine sichtbare Granulation; kein nekrotisches Gewebe erkennbar.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend rot-granulierend mit wenigen gelblich-fibrinösen Inseln; feucht; flach.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"ausgedehnter gelblich-fibrinöser Belag/Biofilm mit einzelnen rötlich-granulierenden Anteilen; feucht";Biofilm, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"oberflächliche Ulzeration mit gelblich-weißen Fibrinbelägen und vereinzelten rötlich-granulierenden Arealen; keine trockene Nekrose sichtbar";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-bräunliche Fibrinauflagerungen mit zentralen schwarz-braunen Nekroseanteilen; kein Granulationsgewebe sichtbar.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovales Ulkus mit gelblich-fibrinösem Belag, feucht-glänzend; punktuell gerötete Granulation sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Ovales, oberflächliches Ulkus mit gelblich-fibrinösem Belag zentral, peripher rötlich granulierend.;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Runde, oberflächliche Läsion mit gelblich-fibrinösem Belag und punktuellen Granulationen; feucht glänzend.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral gelblich-weisslicher Fibrinbelag mit zwei rötlichen Granulationsinseln; oberflächlich, feucht.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovales Ulkus mit randständigem gelblich-fibrinösem Belag und zentralen Granulationsarealen; keine freiliegenden Strukturen sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte gelb-grünliche Fibrin-/Beläge mit Biofilm, teils weich-nekrotische Areale; feucht, keine freiliegenden Strukturen erkennbar.";Biofilm, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnter gelb-grünlicher Fibrin-/Detritusbelag mit einzelnen nekrotischen Arealen, kaum Granulation sichtbar; oberflächlich bis flach, unregelmäßige Ränder.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Weitläufige, flache Ulzeration mit gelblich-fibrinösem Belag, feucht; vereinzelte punktförmige Blutungen; keine freiliegenden Strukturen erkennbar.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Kleiner ovaler Defekt mit gelblich-fibrinösem Belag, kaum sichtbare Granulation, oberflächlich.;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-grünlicher Fibrinbelag mit zentraler schwarz-brauner Nekrose; feucht erscheinend.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiger gelblich-bräunlicher fibrinöser Belag mit feuchtem Wundbett; teils rötliche Granulation sichtbar; oberflächlich.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelblich-grünlicher Fibrin-/Belag mit teils rötlich punktförmig granulierenden Arealen; oberflächliche, irreguläre Ulzera.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischter Wundgrund mit gelb-weißen Fibrinbelägen und dazwischen vitalem Granulationsgewebe; feucht, oval.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleines rundes Ulkus mit gelblich-fibrinösen Belägen, eher trocken; kein deutlich granulierendes Gewebe sichtbar.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliches Ulkus mit gelblich-fibrinösen Belägen; randständig teils epithelisierend; zweite kleine oberflächliche Läsion lateral.";Fibrinbelag, Wundrandepithelisierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelbliche fibrinöse Beläge, teils granulierend; flach-kraterförmiger Defekt.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte schwarze trockene Nekrose am unteren Ulkus, oberes Ulkus mit gelblichen Fibrinbelägen; kein Granulationsgewebe sichtbar.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefer Ulkus mit gelblich-fibrinösen Belägen, teils nekrotisch, wenig Granulation; Höhle mit möglicher Randunterminierung.";Fibrinbelag, Granulation, Nekrose, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-weißlicher fibrinöser Belag mit zentral dunkler nekrotischer Komponente; bislang kaum Granulation sichtbar.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-grauer fibrinöser Belag mit feuchtem Slough; Tiefe/Unterminierungen nicht sicher beurteilbar.";Fibrinbelag, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleine, serös gefüllte Blase mit möglicher punktueller Erosion; kein nekrotisches Gewebe sichtbar.";Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Rötlich-feuchtes, gut durchblutetes Granulationsgewebe, punktuell dünner Fibrinbelag; keine Nekrosen sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mischbild aus vitalem Granulationsgewebe mit gelblich-fibrinösen Belägen; zwei tiefer reichende Ulzera, kein freiliegender Knochen sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere konfluierende, oberflächlich erodierte Areale mit feucht-glänzend rotem Gewebe; punktuell serös-sanguinöse Anteile; kein nekrotisches Gewebe erkennbar; teils weißliche, schuppige Auflagerungen an und um die Erosionen.";
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächig flaches Areal mit kräftig rotem, feucht-glänzendem, homogenem Granulationsgewebe; keine sichtbaren Nekrosen oder gelblichen Fibrinbeläge; randständige beginnende Epithelisierung.";Granulation, Wundrandepithelisierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei tiefe Ulzerationen mit dickem gelblich-weißlichem fibrinösem/purulentem Belag; randständig teils rötliche Granulation; feucht, kein schwarzes Nekrosengewebe sichtbar.";Fibrinbelag, Granulation, Infektion
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-beiger, feucht-glänzender Fibrin-/Slough-Belag; ausgedehnte dunkelbraun-schwarze Nekrose-/Escharareale; vereinzelte rötliche Granulationsinseln, vor allem randständig; heterogene Tiefenwirkung";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere oberflächliche Erosionen mit feuchtem, rosig-rotem, glänzendem Wundgrund; teils intakte seröse Blasen, teils rupturierte Blasen mit freiliegender Dermis; keine sichtbaren Nekrosen oder dicker Fibrinbelag.";Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flacher, ausgedehnter Defekt mit rötlich granulierendem Gewebe und ausgedehnten gelblich-fibrinösen Belägen; stark feucht/glänzend; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte livid‑violette Hautverfärbung mit deutlicher Schwellung; multiple intakte und kollabierte Blasen (teils serös/serosanguinös gefüllt); oberflächliche Erosionen/Krusten in rechteckigen Arealen; keine sichtbare Granulation, kein freiliegendes tiefes Gewebe erkennbar.";Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige schwarz-braune, trockene, fest haftende Nekrose (Eschar) an der Ferse/lateralem Rückfuß; weitere kleinere nekrotische Läsion am lateralen Vorfuß nahe dem 5. Strahl; kein sichtbares Granulations- oder Epithelgewebe; stellenweise gelblich-fibrinöse Beläge proximal am Knöchel.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischter Wundgrund: großflächige schwarz-braune Nekrosen/Eschar und gelb-grauer Fibrinbelag; zentral tieferer Defekt mit rötlichem, feuchtem Granulationsgewebe; unregelmäßig, teilweise kavitiert; feucht glänzend; keine exponierten Knochen/Sehnen sichtbar.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere Ulzera: 1) rundliches Ulkus am Fußrand mit zentraler schwarz‑brauner, trockener Nekrose/Eschar; 2) irreguläres Ulkus plantar am Vorfuß/Zehenbasis mit rötlicher Granulation, gelblich-fibrinösen Belägen und teils blutigen Auflagerungen; insgesamt feucht glänzend, keine sichtbaren Sehnen oder Knochen.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend rötliches, feuchtes Granulationsgewebe mit anteilig gelblich-fibrinösen Belägen; unregelmäßige Ulkusränder; teils kavernös wirkend mit Unterminierung; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischter Wundgrund mit rötlicher, feucht glänzender Granulation und ausgedehnten gelblich-fibrinösen Belägen; flach und unregelmäßig, teils zusammenfließende Ulzerationen; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige Ulzeration mit überwiegend vitalem, feucht-glänzendem, hell- bis dunkelrotem Granulationsgewebe; eingestreut gelblich-weißliche fibrinöse Beläge (vor allem zentral und distal); keine schwarze Nekrose sichtbar; unregelmäßige Kontur.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Drei rund-ovale, teils tief reichende Defekte mit zentral schwarz-brauner Nekrose (Eschar) und gelblich-weißen fibrinösen Belägen; feucht-glänzende Oberfläche; am Rand abschnittsweise rötliches Granulationsgewebe erkennbar.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend granulierendes, rötlich bis dunkelrotes, feuchtes Gewebe; mehrere flache, teils konfluierende Ulzera; stellenweise dünner gelblicher Fibrinbelag an den Rändern; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Multiple rund-ovale, teils konfluierende Ulzera mit gelblich-beigem fibrinösem Belag; Abschnitte mit rötlicher Granulation; vereinzelt hämorrhagische Krusten/Schorfinseln; überwiegend oberflächlich bis partiell dermal, feucht-glänzend ohne sichtbare tiefe Strukturen.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei benachbarte Ulzera: proximal überwiegend gelb-beiger fibrinöser Belag; distal rötlich-feuchtes, teils granuliertes Gewebe. Keine schwarze Nekrose sichtbar. Oberflächlich bis mäßig tief.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovales Ulkus, zentral überwiegend gelblich-bräunlicher Fibrinbelag/Slough (~60–70%), peripher rötliche feucht wirkende Granulation (~30–40%); keine freiliegenden Sehnen oder Knochen erkennbar; moderat tief, klar begrenzte Defektzone.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei getrennte Ulzera. Proximal: ovaler Defekt mit überwiegend gelb-grauem Fibrin/Slough (ca. 60-70%), restlich rötlich-feuchtes Gewebe. Distal: gemischter Wundgrund mit randständiger rötlicher Granulation und zentral schwarz-brauner trockener Nekrose/Schorf; teils serös-blutige Beläge. Tiefe bis ins subkutane Gewebe, keine freiliegenden Sehnen oder Knochen sichtbar.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige schwarz-braune, teils glänzend-feuchte Eschar/Nekrose, fest haftend; randständig gelblich-graue Beläge; kein vitales Granulations- oder Epithelgewebe sichtbar.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Wundbett vollständig von trockener, schwarz-brauner, fest anhaftender Ledernekrose (Eschar) bedeckt; teils grauweißliche Anteile; keine sichtbare Granulation oder Epithelisierung.";Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleine runde Öffnung mit gelb-grünlichem purulentem/fibrinösem Belag (Eiterpfropf); kein sichtbares Granulations- oder Epithelgewebe.";Fibrinbelag, Infektion
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-beiger Fibrinbelag/Slough (~70%) mit randständiger rötlicher, feuchter Granulation (~30%); kein schwarzes Nekrosegewebe sichtbar; Wundbett feucht-glänzend, mäßige Tiefe; keine freiliegenden Strukturen (Knochen/Sehne) erkennbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-beiger, dicker Fibrin-/Belag mit teils grünlicher Tönung, feucht-glänzend; randständig vereinzelte rötliche granulierende Areale und punktförmige Blutungen; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großes rundes Ulkus mit überwiegend gelblich-weißem Fibrin-/Schleimhautbelag, zentral teils rötliche Granulationsinseln; randständig trockene nekrotische Krusten; feucht-glänzend, kein freiliegender Knochen oder Sehne sichtbar.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefe, kraterförmige Ulzeration mit überwiegend gelblich-weißem fibrinösem Belag (Slough) und Anteilen rötlichen, feuchten Granulationsgewebes; kein schwarz nekrotisches Gewebe erkennbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Wundbett nahezu vollständig (ca. 90-100%) mit gelb-beigem, feucht-glänzendem, faserigem Fibrin/Slough bedeckt; kein schwarzer Schorf sichtbar; kaum bis keine Granulation erkennbar; vereinzelte rötliche Areale am Boden; Wunde klar begrenzt, Tiefe moderat, keine offen erkennbaren freiliegenden tieferen Strukturen.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiger, oberflächlicher bis mäßig tiefer Ulkus mit überwiegend vitaler, feucht glänzender, hell- bis dunkelroter Granulation; multiple gelblich‑weiße Fibrinbeläge/Slough-Inseln; unregelmäßige Oberfläche; keine trockene Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral überwiegend gelblich-weißlicher fibrinöser Belag (Slough), feucht; randständig schmaler rötlicher Saum mit beginnender Granulation; keine schwarze Nekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend feucht-rote Granulation, flach; zwei zentral gelegene rundliche weißlich-gelbliche Fibrininseln/Beläge; keine schwarze Nekrose; beginnende Epithelisierung vom Rand.";Fibrinbelag, Granulation, Wundrandepithelisierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächlicher, irregulär geformter Wundgrund mit überwiegend gelblich-grünlichem fibrinösem Belag/Slough; dazwischen rötliche, feucht-glänzende Granulation; kein trockener Nekroseanteil; flach ohne sichtbare Taschen.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovale, flache Ulzeration mit überwiegend gelblich-fibrinösem Belag (ca. 70–80%) und dazwischen rötlicher, feucht glänzender Granulation (ca. 20–30%); keine schwarze Nekrose, keine sichtbare Sehnen- oder Knochenexposition.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend dicke gelb-grüne, schmierig-fibrinöse Beläge mit purulentem, viskösem Exsudat; dazwischen rötliche Granulationsinseln; einzelne bräunlich-dunklere Areale; Wundbett feucht und unregelmäßig, keine freiliegenden Sehnen oder Knochen sichtbar.";Exsudat, Fibrinbelag, Granulation, Infektion
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliches, ovales Ulkus mit überwiegend gelblich-weißlichem, feuchtem Fibrinbelag; stellenweise rötliche Granulation sichtbar; keine schwarze Nekrose; unregelmäßige Kontur, glänzende Oberfläche.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Hauptläsion: flaches, ovales Ulkus mit gelblich-beigem fibrinösem Belag, randständig teils rötlich, feucht glänzend; keine schwarze Nekrose, keine sichtbaren tieferen Strukturen. Zweite kleinere, oberflächliche Läsion lateral mit rötlichem, feuchtem Wundbett.";Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-weißlicher fibrinöser Belag (Slough), stellenweise rötliche Granulation sichtbar; feucht, unregelmäßig-kraterförmig; keine trockene schwarze Nekrose erkennbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefe, kavitäre Ulzeration mit überwiegend gelblich-cremigem fibrinösem Belag/Slough; stellenweise rötliche Granulationsinseln an der Innenwand; feucht mit dickflüssigem Exsudat; keine freiliegenden Knochen oder Sehnen sichtbar.";Exsudat, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-weißlicher Fibrin-/Slough-Belag mit einzelnen grau-schwarzen nekrotischen Arealen; randständig geringe rötliche Gewebeanteile; unregelmäßiger, mäßig tiefer Defekt.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-grauer fibrinöser Slough/Belag, feucht und zäh; kaum sichtbares Granulationsgewebe; unregelmäßig-oval.";Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Rötliches, feuchtes Granulationsgewebe; teils gelblich fibrinöser Belag randständig; kraterförmiger, tiefer Defekt ohne schwarze Nekrosen; glänzende Oberfläche.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei größere kraterförmige Ulzera mit überwiegend vitaler roter Granulation und teils gelblich-beigen fibrinösen Belägen; feuchtes, glänzendes Wundbett; keine trockene Schwarznekrose sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Epibolie (eingerollter Wundrand)"",""Gerötet / entzündlich"",""Mazeriert""]";Epibolie (eingerollter Wundrand), Gerötet / entzündlich, Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Epibolie (eingerollter Wundrand)"",""Gerötet / entzündlich""]";Epibolie (eingerollter Wundrand), Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Epibolie (eingerollter Wundrand)"",""Mazeriert""]";Epibolie (eingerollter Wundrand), Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Epibolie (eingerollter Wundrand)""]";Epibolie (eingerollter Wundrand)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gelbliche fibrinöse Randbeläge""]";
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""Epibolie (eingerollter Wundrand)""]";Epibolie (eingerollter Wundrand), Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""Mazeriert"",""Unterminiert (Wundtaschen)""]";Gerötet / entzündlich, Mazeriert, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""Mazeriert""]";Gerötet / entzündlich, Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""Taschenbildung möglich""]";Gerötet / entzündlich, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""Unterminiert (Wundtaschen)""]";Gerötet / entzündlich, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""glänzende, ödematöse Haut""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""livid-erythematöse Hautveränderungen""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""relativ scharf begrenzte Wundränder""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""unregelmäßige Wundränder""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich"",""unregelmäßigen Rändern""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Gerötet / entzündlich""]";Gerötet / entzündlich
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Hyperkeratotisch"",""Gerötet / entzündlich""]";Gerötet / entzündlich, Hyperkeratotisch
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Hyperkeratotisch""]";Hyperkeratotisch
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Epibolie (eingerollter Wundrand)"",""Gerötet / entzündlich""]";Epibolie (eingerollter Wundrand), Gerötet / entzündlich, Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Epibolie (eingerollter Wundrand)""]";Epibolie (eingerollter Wundrand), Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Gerötet / entzündlich"",""Epibolie (eingerollter Wundrand)""]";Epibolie (eingerollter Wundrand), Gerötet / entzündlich, Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Gerötet / entzündlich"",""Unterminiert (Wundtaschen)""]";Gerötet / entzündlich, Mazeriert, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Gerötet / entzündlich""]";Gerötet / entzündlich, Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Unterminiert (Wundtaschen)"",""Gerötet / entzündlich""]";Gerötet / entzündlich, Mazeriert, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""Unterminiert (Wundtaschen)""]";Mazeriert, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert"",""teilweise aufgequollen""]";Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Mazeriert""]";Mazeriert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Reizlos / unauffällig""]";Reizlos / unauffällig
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Unterminiert (Wundtaschen)"",""Epibolie (eingerollter Wundrand)""]";Epibolie (eingerollter Wundrand), Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Unterminiert (Wundtaschen)"",""Gerötet / entzündlich""]";Gerötet / entzündlich, Unterminiert (Wundtaschen)
